TournamentID,Name,StartDate,EndDate,IsOver,IsInProgress,Canceled,Covered,Format,SportRadarTournamentID,Venue,Location,Par,Yards,City,State,Country,TimeZone,Purse,StartDateTime,ZipCode
484,Corales Puntacana Championship,2022-03-24T00:00:00,2022-03-27T00:00:00,FALSE,FALSE,FALSE,TRUE,Stroke,,Puntacana Resort & Club (Corales Golf Course),"Punta Cana, Dominican Republic",72,7666,Punta Cana,NA,DOM,America/Dominica,3700000,NA,NA
485,WGC-Dell Technologies Match Play,2022-03-23T00:00:00,2022-03-27T00:00:00,FALSE,FALSE,FALSE,FALSE,Match,6d93a8c2-5502-4a16-b448-c68891b644bf,Austin Country Club,"Austin, TX",NA,NA,Austin,TX,USA,America/Chicago,11500000,NA,NA
483,Valspar Championship,2022-03-17T00:00:00,2022-03-20T00:00:00,FALSE,FALSE,FALSE,TRUE,Stroke,d69b148c-d2d9-4cbf-aa71-7ffa4a02c479,Innisbrook Resort (Copperhead Course),"Palm Harbor, FL",71,7340,Palm Harbor,FL,USA,America/New York,7800000,NA,NA
482,THE PLAYERS Championship,2022-03-10T00:00:00,2022-03-13T00:00:00,FALSE,FALSE,FALSE,TRUE,Stroke,5a45a8cc-28b2-40b1-8675-16d736b7f48d,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",72,7189,Ponte Vedra Beach,FL,USA,America/New York,20000000,NA,NA
480,Puerto Rico Open,2022-03-03T00:00:00,2022-03-06T00:00:00,FALSE,FALSE,FALSE,TRUE,Stroke,3c6adad6-ae11-4d35-b693-bc157c526e89,Grand Reserve Country Club,"Rio Grande, Puerto Rico",72,7506,Rio Grande,NA,PUR,America/Puerto Rico,3700000,NA,NA
481,Arnold Palmer Invitational pres. by Mastercard,2022-03-03T00:00:00,2022-03-06T00:00:00,FALSE,FALSE,FALSE,TRUE,Stroke,5510f8b8-5e56-4050-83d9-92ac2a432e5a,Arnold Palmer's Bay Hill Club & Lodge,"Orlando, FL",72,7454,Orlando,FL,USA,America/New York,10500000,NA,NA
479,The Honda Classic,2022-02-24T00:00:00,2022-02-27T00:00:00,FALSE,FALSE,FALSE,TRUE,Stroke,b098207f-9f7c-4521-841e-ff7f38a38710,PGA National Resort & Spa (The Champion),"Palm Beach Gardens, FL",70,7140,Palm Beach Gardens,FL,USA,America/New York,8000000,NA,NA
478,The Genesis Invitational,2022-02-17T00:00:00,2022-02-20T00:00:00,FALSE,FALSE,FALSE,TRUE,Stroke,0ac3efed-6933-4158-b68b-2e56c4098367,Riviera Country Club,"Pacific Palisades, CA",71,7322,Pacific Palisades,CA,USA,America/Los Angeles,10500000,NA,NA
477,Waste Management Phoenix Open,2022-02-10T00:00:00,2022-02-13T00:00:00,FALSE,FALSE,FALSE,TRUE,Stroke,2cb222b0-dc8f-4746-a133-a26b32b8d394,TPC Scottsdale (Stadium Course),"Scottsdale, AZ",71,7261,Scottsdale,AZ,USA,America/Phoenix,8200000,NA,NA
476,AT&T Pebble Beach Pro-Am,2022-02-03T00:00:00,2022-02-06T00:00:00,FALSE,FALSE,FALSE,TRUE,Stroke,ff676a42-ed4f-4937-8eaa-3b5de660e9fa,Spyglass Hill GC,"Pebble Beach, CA",72,7035,Pebble Beach,CA,USA,America/Los Angeles,8700000,NA,NA
475,Farmers Insurance Open,2022-01-26T00:00:00,2022-01-29T00:00:00,FALSE,FALSE,FALSE,TRUE,Stroke,7c9025a0-021c-4bf6-8375-c1c3639e2862,Torrey Pines (North Course),"La Jolla, CA",72,7258,San Diego,CA,USA,America/Los Angeles,8400000,NA,NA
474,The American Express,2022-01-20T00:00:00,2022-01-23T00:00:00,FALSE,FALSE,FALSE,TRUE,Stroke,03027bc8-3d01-4159-a14d-dfb3fb2b1acd,La Quinta Country Club,"La Quinta, CA",72,7060,La Quinta,CA,USA,America/Los Angeles,7600000,NA,NA
473,Sony Open in Hawaii,2022-01-13T00:00:00,2022-01-16T00:00:00,FALSE,FALSE,FALSE,TRUE,Stroke,01fcec41-a01a-4112-812f-330306255c4a,Waialae Country Club,"Honolulu, HI",70,7044,Honolulu,HI,USA,Pacific/Honolulu,7500000,NA,NA
472,Sentry Tournament of Champions,2022-01-06T00:00:00,2022-01-09T00:00:00,FALSE,FALSE,FALSE,TRUE,Stroke,ce99ab88-aaf8-449c-95ae-78e8ea31ed58,Kapalua Resort (Plantation Course),"Kapalua, HI",73,7596,"Kapalua, Maui",HI,USA,Pacific/Honolulu,8000000,NA,NA
512,QBE Shootout,2021-12-10T00:00:00,2021-12-12T00:00:00,FALSE,FALSE,NA,TRUE,Stroke,,Tiburón Golf Course,"Naples, FL",NA,NA,Naples,FL,USA,America/New York,NA,NA,NA
511,Hero World Challenge,2021-12-02T00:00:00,2021-12-05T00:00:00,FALSE,FALSE,NA,TRUE,Stroke,,Albany,"New Providence, Bah",NA,NA,New Providence,NA,BAH,America/Nassau,NA,NA,NA
471,The RSM Classic,2021-11-18T00:00:00,2021-11-21T00:00:00,FALSE,FALSE,FALSE,TRUE,Stroke,91c1dfd8-de1c-4fc5-8c01-444196e2d77d,Sea Island Resort (Seaside Course),"Saint Simons Island, GA",70,7005,Sea Island,GA,USA,America/New York,7200000,NA,NA
470,Houston Open,2021-11-11T00:00:00,2021-11-14T00:00:00,FALSE,FALSE,FALSE,TRUE,Stroke,5b20cde6-915b-486c-b8b6-e8fa53ad3835,Memorial Park Golf Course,"Houston, TX",NA,NA,Houston,TX,USA,America/Chicago,7500000,NA,NA
469,World Wide Technology Championship at Mayakoba,2021-11-04T00:00:00,2021-11-07T00:00:00,FALSE,FALSE,FALSE,TRUE,Stroke,452b2d79-a7bf-4461-91e0-2fe26e787b4c,El CamaleÃ³n Golf Course at Mayakoba,"Quintana Roo, Mexico",71,7017,Riviera Maya,NA,MEX,America/Cancun,7200000,NA,NA
467,Butterfield Bermuda Championship,2021-10-28T00:00:00,2021-10-31T00:00:00,FALSE,FALSE,FALSE,TRUE,Stroke,,Port Royal Golf Course,"Southampton Parish, Bermuda",71,6828,Southampton,NA,BER,Atlantic/Bermuda,6500000,NA,NA
468,WGC-HSBC Champions,2021-10-28T00:00:00,2021-10-31T00:00:00,FALSE,FALSE,TRUE,FALSE,Stroke,d96333cb-1d9b-4167-805b-ad8aa0178857,Sheshan International GC,"Shanghai, China",72,7261,Shanghai,NA,CHN,Asia/Shanghai,NA,NA,NA
466,ZOZO CHAMPIONSHIP,2021-10-20T00:00:00,2021-10-24T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,9ee7dadf-505d-4e82-a605-d392e8e5e896,Accordia Golf Narashino Country Club,"Chiba, Japan",70,7041,Chiba,NA,JPN,Asia/Tokyo,9950000,2021-10-21T19:30:00,NA
465,THE CJ CUP @ SUMMIT,2021-10-14T00:00:00,2021-10-17T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,41bf186c-41d0-4d74-b47f-2ef3601afc92,The Summit Club,"Las Vegas, NV",72,7431,Las Vegas,NV,USA,America/Los Angeles,9750000,2021-10-14T10:20:00,NA
464,Shriners Children's Open,2021-10-07T00:00:00,2021-10-10T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,28af1e61-fbd8-484b-9203-3dfcab71b336,TPC Summerlin,"Las Vegas, NV",71,7255,Las Vegas,NV,USA,America/Los Angeles,7000000,2021-10-07T09:40:00,NA
463,Sanderson Farms Championship,2021-09-30T00:00:00,2021-10-03T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,e2a6fa8e-64fe-442d-9214-f7dc3a837d5e,Country Club of Jackson,"Jackson, MS",72,7461,Jackson,MS,USA,America/Chicago,7000000,2021-09-30T08:05:00,NA
402,Ryder Cup,2021-09-24T00:00:00,2021-09-26T00:00:00,FALSE,FALSE,FALSE,NA,NA,df7dd2ff-c526-4546-9de1-d3db8625733f,Whistling Straits (Straits Course),"Kohler, WI",71,7390,NA,NA,NA,NA,NA,NA,NA
510,Ryder Cup,2021-09-24T00:00:00,2021-09-26T00:00:00,FALSE,FALSE,FALSE,FALSE,TeamMatch,1ea219fc-ab4c-438a-81df-6c685e67979c,Whistling Straits,"Sheboygan, WI",NA,NA,Sheboygan,WI,USA,America/Chicago,NA,NA,NA
462,Fortinet Championship,2021-09-16T00:00:00,2021-09-19T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,e45317f1-7d56-46a2-b36b-15a9ffce7812,Silverado Resort and Spa North,"Napa, CA",72,7123,Napa,CA,USA,America/Los Angeles,7000000,2021-09-16T10:00:00,NA
453,TOUR Championship,2021-09-02T00:00:00,2021-09-05T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,13d882a1-eae5-4709-ab50-ba3506c2500b,East Lake Golf Club,"Atlanta, GA",70,7346,Atlanta,GA,USA,America/New York,NA,2021-09-02T11:40:00,NA
452,BMW Championship,2021-08-26T00:00:00,2021-08-29T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,2f4d9513-d812-46cb-b46e-58b5b7778f32,Caves Valley Golf Club,"Owings Mills, MD",71,7226,Owings Mills,MD,USA,America/New York,9500000,2021-08-26T09:40:00,NA
451,THE NORTHERN TRUST,2021-08-19T00:00:00,2021-08-22T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,ee3bed4a-36a7-447e-924e-44bf8aede71e,Liberty National Golf Club,"Jersey City, NJ",71,7410,Jersey City,NJ,USA,America/New York,9500000,2021-08-19T07:20:00,NA
450,Wyndham Championship,2021-08-12T00:00:00,2021-08-15T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,9e7709c3-0dbe-40a2-b8fc-1e660d688688,Sedgefield Country Club,"Greensboro, NC",70,7131,Greensboro,NC,USA,America/New York,6400000,2021-08-12T06:50:00,NA
448,Barracuda Championship,2021-08-05T00:00:00,2021-08-08T00:00:00,TRUE,FALSE,FALSE,FALSE,Stableford,1860e75b-c7c3-43bf-aebd-70ee94d52c03,Tahoe Mt. Club (Old Greenwood),"Truckee, CA",71,7425,Truckee,CA,USA,America/Los Angeles,3500000,NA,NA
449,WGC-FedEx St. Jude Invitational,2021-08-05T00:00:00,2021-08-08T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,dbbd3b56-f75e-46d9-bd04-df7f87c685fe,TPC Southwind,"Memphis, TN",70,7233,Memphis,TN,USA,America/Chicago,10500000,2021-08-05T10:15:00,NA
447,Olympic Men's Golf Competition,2021-07-29T00:00:00,2021-08-01T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,Kasumigaseki Country Club,"Saitama, Jpn",71,7447,Saitama,NA,JPN,Asia/Tokyo,NA,NA,NA
446,3M Open,2021-07-22T00:00:00,2021-07-25T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,aed3b480-373d-46c8-a3ab-befba4d83751,TPC Twin Cities,"Blaine, MN",71,7431,Blaine,MN,USA,America/Chicago,6600000,2021-07-22T07:50:00,NA
445,The Open Championship,2021-07-15T00:00:00,2021-07-18T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,bdbd8464-ba49-4f12-a5eb-2197e827167c,Royal St. George's GC,"Sandwich, Kent, Eng",70,7189,"Sandwich, Kent",NA,ENG,Europe/London,11500000,2021-07-15T01:35:00,NA
457,Barbasol Championship,2021-07-15T00:00:00,2021-07-18T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,744207d7-4fe4-4bcf-aec6-3a9a55522fac,Keene Trace Golf Club,"Nicholasville, KY",72,7328,Nicholasville,KY,USA,America/New York,3500000,2021-07-15T07:45:00,NA
444,John Deere Classic,2021-07-08T00:00:00,2021-07-11T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,fc8d4a7e-c226-49ed-a5eb-fa8d16c26647,TPC Deere Run,"Silvis, IL",71,7268,Silvis,IL,USA,America/Chicago,6200000,2021-07-08T07:45:00,NA
443,Rocket Mortgage Classic,2021-07-01T00:00:00,2021-07-04T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,5d0665a9-257a-4419-bded-66e2812e34dd,Detroit Golf Club,"Detroit, MI",72,7370,Detroit,MI,USA,America/New York,7500000,2021-07-01T06:45:00,NA
442,Travelers Championship,2021-06-24T00:00:00,2021-06-27T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,ae2f825c-f895-451d-ae7c-7872e8af3b5a,TPC River Highlands,"Cromwell, CT",70,6841,Cromwell,CT,USA,America/New York,7400000,2021-06-24T06:45:00,NA
455,U.S. Open,2021-06-17T00:00:00,2021-06-20T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,0a4373fe-a2b9-4a9d-ad84-d342dea6b61a,Torrey Pines (South),"San Diego, CA",71,7652,San Diego,CA,USA,America/Los Angeles,NA,2021-06-17T09:45:00,NA
441,RBC Canadian Open,2021-06-10T00:00:00,2021-06-13T00:00:00,FALSE,FALSE,TRUE,FALSE,Stroke,3e27a2c2-49ac-4f97-a412-a9b73048544f,St. George's Golf and Country Club,"Etobicoke, ON",NA,NA,"Toronto, ON",NA,CAN,America/Toronto,NA,NA,NA
461,Palmetto Championship at Congaree,2021-06-10T00:00:00,2021-06-13T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,f1fa0a7e-fdad-4fc4-b79f-bdecf5483a6e,Congaree Golf Club,"Ridgeland, SC",71,7655,Ridgeland,SC,USA,America/New York,7300000,2021-06-10T07:00:00,NA
440,the Memorial Tournament pres. by Nationwide,2021-06-03T00:00:00,2021-06-06T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,79b00955-02a9-44d5-9b77-a5b32931914e,Muirfield Village Golf Club,"Dublin, OH",72,7543,Dublin,OH,USA,America/New York,9300000,2021-06-03T07:20:00,NA
439,Charles Schwab Challenge,2021-05-27T00:00:00,2021-05-30T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,a29937b5-6c59-4df1-b76a-960472ed99f2,Colonial Country Club,"Fort Worth, TX",70,7209,Fort Worth,TX,USA,America/Chicago,7500000,2021-05-27T08:10:00,NA
438,PGA Championship,2021-05-20T00:00:00,2021-05-23T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,c64bdf30-a5e5-4342-a466-22ce64761921,Ocean Course at Kiawah Island,"Kiawah Island, SC",72,7876,Kiawah Island,SC,USA,America/New York,12000000,2021-05-20T07:00:00,NA
437,AT&T Byron Nelson,2021-05-13T00:00:00,2021-05-16T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,4b53539d-b2d9-4d34-a330-a9c97463652b,TPC Craig Ranch,"McKinney, TX",72,7468,McKinney,TX,USA,America/Chicago,8100000,2021-05-13T07:50:00,NA
436,Wells Fargo Championship,2021-05-06T00:00:00,2021-05-09T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,8f4de967-66c1-414b-8b85-111c85e4f748,Quail Hollow Club,"Charlotte, NC",71,7521,Charlotte,NC,USA,America/New York,8100000,2021-05-06T06:50:00,NA
435,Valspar Championship,2021-04-29T00:00:00,2021-05-02T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,fef5f221-37cd-4b9a-b018-4581af6bddc8,Innisbrook Resort (Copperhead),"Palm Harbor, FL",71,7340,Palm Harbor,FL,USA,America/New York,6900000,2021-04-29T06:55:00,NA
434,Zurich Classic of New Orleans,2021-04-22T00:00:00,2021-04-25T00:00:00,FALSE,FALSE,FALSE,FALSE,Team,f2d3d130-82a9-48cf-815f-c2214d5fd969,TPC Louisiana,"Avondale, LA",72,7425,Avondale,LA,USA,America/Chicago,7400000,NA,NA
433,RBC Heritage,2021-04-15T00:00:00,2021-04-18T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,7a6c7132-ede5-4b2d-ab4c-074ff297d95f,Harbour Town Golf Links,"Hilton Head, SC",71,7121,Hilton Head,SC,USA,America/New York,7100000,2021-04-15T07:00:00,NA
454,2021 Masters Tournament,2021-04-08T00:00:00,2021-04-11T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,a241ae87-6283-45fe-baef-22c2cb24d3b6,Augusta National Golf Club,"Augusta, GA",72,7475,Augusta,GA,USA,America/New York,11500000,2021-04-08T08:00:00,NA
432,Valero Texas Open,2021-04-01T00:00:00,2021-04-04T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,0f42ef2a-196d-47b0-ac8d-429ec77b8b3d,TPC San Antonio (Oaks Course),"San Antonio, TX",72,7494,San Antonio,TX,USA,America/Chicago,7700000,2021-04-01T08:25:00,NA
373,Corales Puntacana Resort & Club Championship,2021-03-25T00:00:00,2021-03-28T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,e8d09c79-21e7-4c40-bde4-9f3f3a1e9d65,Corales Golf Course,"Punta Cana, Dom",72,7670,Punta Cana,NA,DOM,America/Dominica,3000000,2021-03-25T06:45:00,NA
431,WGC-Dell Technologies Match Play,2021-03-24T00:00:00,2021-03-28T00:00:00,FALSE,FALSE,FALSE,FALSE,Match,8fd31d7c-2357-448b-b16f-e1953fe77757,Austin Country Club,"Austin, TX",71,7108,Austin,TX,USA,America/Chicago,10500000,NA,NA
430,The Honda Classic,2021-03-18T00:00:00,2021-03-21T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,c5068725-96da-4cee-81b1-054e1ef1b7c9,PGA National (Champion),"Palm Beach Gardens, FL",70,7125,Palm Beach Gardens,FL,USA,America/New York,7000000,2021-03-18T07:25:00,NA
429,THE PLAYERS Championship,2021-03-11T00:00:00,2021-03-14T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,452f32b4-d349-4963-89be-208c018d7e04,TPC Sawgrass,"Ponte Vedra Beach, FL",72,7189,Ponte Vedra Beach,FL,USA,America/New York,15000000,2021-03-11T06:45:00,NA
428,Arnold Palmer Invitational Pres. By Mastercard,2021-03-04T00:00:00,2021-03-07T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,ffa05b35-6dfe-4463-95a6-7b2747b306aa,Bay Hill Club & Lodge,"Orlando, FL",72,7466,Orlando,FL,USA,America/New York,9300000,2021-03-04T07:00:00,NA
426,Puerto Rico Open,2021-02-25T00:00:00,2021-02-28T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,b3e0f344-fc79-4218-bb89-85c04c38d76e,Grand Reserve Country Club,"Rio Grande, Pur",72,7506,Rio Grande,NA,PUR,America/Puerto Rico,3000000,2021-02-25T06:00:00,NA
427,WGC-Workday Championship at The Concession,2021-02-25T00:00:00,2021-02-28T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,583a283d-73df-48ac-9351-f7c880f7408a,The Concession Golf Club,"Bradenton, FL",72,7564,Bradenton,FL,USA,America/New York,10500000,2021-02-25T10:58:00,NA
425,The Genesis Invitational,2021-02-18T00:00:00,2021-02-21T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,46baf205-e4e6-4c74-81d5-862d7b7639d9,The Riviera Country Club,"Pacific Palisades, CA",71,7322,Pacific Palisades,CA,USA,America/Los Angeles,9300000,2021-02-18T09:40:00,NA
424,AT&T Pebble Beach Pro-Am,2021-02-11T00:00:00,2021-02-14T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,16b5eb1c-7d98-47e2-b613-2ffd85840920,Pebble Beach Golf Links,"Pebble Beach, CA",72,7041,Pebble Beach,CA,USA,America/Los Angeles,7800000,2021-02-11T11:30:00,NA
423,Waste Management Phoenix Open,2021-02-04T00:00:00,2021-02-07T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,976a817d-ad4b-4910-ac6a-c601197dabf2,TPC Scottsdale,"Scottsdale, AZ",71,7261,Scottsdale,AZ,USA,America/Phoenix,7300000,2021-02-04T09:20:00,NA
422,Farmers Insurance Open,2021-01-28T00:00:00,2021-01-31T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,ce95bf8a-098d-4e91-9174-2a20081e21cc,Torrey Pines (South),"San Diego, CA",72,7258,San Diego,CA,USA,America/Los Angeles,7500000,2021-01-28T12:00:00,NA
419,The American Express,2021-01-21T00:00:00,2021-01-24T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,cf853393-3d3f-42c6-87c0-6253f461797c,PGA WEST (Stadium),"La Quinta, CA",72,7181,La Quinta,CA,USA,America/Los Angeles,6700000,2021-01-21T12:10:00,NA
421,Sony Open in Hawaii,2021-01-14T00:00:00,2021-01-17T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,cd6cb511-5081-4bcf-a76d-7442237ebca4,Waialae Country Club,"Honolulu, HI",70,7044,Honolulu,HI,USA,Pacific/Honolulu,6600000,2021-01-14T12:10:00,NA
420,Sentry Tournament of Champions,2021-01-07T00:00:00,2021-01-10T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,96d597b4-4f60-4126-be7b-277a3736c92e,Plantation Course at Kapalua,"Kapalua, Maui, HI",73,7596,"Kapalua, Maui",HI,USA,Pacific/Honolulu,6700000,2021-01-07T14:10:00,NA
418,QBE Shootout,2020-12-11T00:00:00,2020-12-13T00:00:00,FALSE,FALSE,FALSE,TRUE,Stroke,,Tiburón Golf Course,"Naples, FL",NA,NA,Naples,FL,USA,America/New York,3600000,NA,NA
415,Mayakoba Golf Classic presented by UNIFIN,2020-12-03T00:00:00,2020-12-06T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,3abcd172-7f69-48ee-ac11-7ff42e7cc2bb,El Camaleon Golf Club,"Playa del Carmen, Mex",71,7017,Playa del Carmen,NA,MEX,America/Cancun,7200000,2020-12-03T07:10:00,NA
416,Hero World Challenge,2020-12-03T00:00:00,2020-12-06T00:00:00,FALSE,FALSE,TRUE,FALSE,Stroke,be4564fe-6831-416e-b548-bea2eb893530,Albany,"New Providence, Bahamas",72,7309,New Providence,NA,BAH,America/Nassau,NA,NA,NA
414,The RSM Classic,2020-11-19T00:00:00,2020-11-22T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,d682034f-985e-4ddd-bd55-c8c68e13d0ce,Sea Island Resort (Seaside),"Sea Island, GA",70,7005,Sea Island,GA,USA,America/New York,6600000,2020-11-19T09:30:00,NA
375,2020 Masters Tournament,2020-11-12T00:00:00,2020-11-15T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,1dd9d68d-dcdf-4238-a82b-ed2077ea799d,Augusta National Golf Club,"Augusta, GA",72,7475,Augusta,GA,USA,America/New York,NA,2020-11-12T07:00:00,NA
413,Vivint Houston Open,2020-11-05T00:00:00,2020-11-08T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,ab24b7f0-66ac-4533-8124-a79ffa344cd5,Memorial Park Golf Course,"Houston, TX",70,7432,Houston,TX,USA,America/Chicago,7000000,2020-11-05T07:45:00,NA
411,WGC-HSBC CHAMPIONS,2020-10-29T00:00:00,2020-11-01T00:00:00,FALSE,FALSE,TRUE,FALSE,NA,5239280b-f9ba-4599-899a-ed81b6ca2f52,Sheshan International GC,"Shanghai, China",72,7261,NA,NA,NA,NA,NA,NA,NA
412,Bermuda Championship,2020-10-29T00:00:00,2020-11-01T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,b32efff9-b2ce-4d7a-9bd5-b6a6203e2e86,Port Royal Golf Course,"Southampton, Ber",71,6828,Southampton,NA,BER,Atlantic/Bermuda,4000000,2020-10-29T06:35:00,NA
410,The ZOZO CHAMPIONSHIP,2020-10-22T00:00:00,2020-10-25T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,99aca214-468e-42ca-9efa-ff684ad237f7,Sherwood Country Club,"Thousand Oaks, CA",72,7073,Thousand Oaks,CA,USA,America/Los Angeles,8000000,2020-10-22T12:50:00,NA
409,THE CJ CUP @ SHADOW CREEK,2020-10-15T00:00:00,2020-10-18T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,a1028f30-78a9-4b73-90b8-8e281ba706db,Shadow Creek Golf Course,"Las Vegas, NV",72,7527,Las Vegas,NV,USA,America/Los Angeles,9750000,2020-10-15T12:45:00,NA
403,Shriners Hospitals for Children Open,2020-10-08T00:00:00,2020-10-11T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,fa083745-6b9c-4fb7-8789-3841a42ca513,TPC Summerlin,"Las Vegas, NV",71,7255,Las Vegas,NV,USA,America/Los Angeles,7000000,2020-10-08T09:45:00,NA
408,Sanderson Farms Championship,2020-10-01T00:00:00,2020-10-04T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,c1ecfe2c-bc88-46a5-9f45-f2afb948ebf4,Country Club of Jackson,"Jackson, MS",72,7461,Jackson,MS,USA,America/Chicago,6600000,2020-10-01T08:05:00,NA
456,Corales Puntacana Resort & Club Championship,2020-09-24T00:00:00,2020-09-27T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,7bfb3e89-640f-405b-b3d0-8f327f3530fa,Corales Golf Course,"Punta Cana, Dom",72,7666,Punta Cana,NA,DOM,America/Dominica,4000000,2020-09-24T06:30:00,NA
385,U.S. Open,2020-09-17T00:00:00,2020-09-20T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,416a2e0a-d3b3-4518-8560-48bef8b09161,Winged Foot Golf Club,"Mamaroneck, NY",70,7477,Mamaroneck,NY,USA,America/New York,12500000,2020-09-17T06:50:00,NA
406,Safeway Open,2020-09-10T00:00:00,2020-09-13T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,6ba4893c-c82e-4269-a0ab-c99a05c854a8,Silverado Resort and Spa North,"Napa, CA",72,7166,Napa,CA,USA,America/Los Angeles,6600000,2020-09-10T11:00:00,NA
396,Tour Championship,2020-09-04T00:00:00,2020-09-07T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,6dea365a-c82e-4e6b-a33a-6825560c3500,East Lake Golf Club,"Atlanta, GA",70,7346,Atlanta,GA,USA,America/New York,NA,2020-09-04T12:00:00,NA
395,BMW Championship,2020-08-27T00:00:00,2020-08-30T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,587885ab-0ce0-4687-ae4e-f975d0de9c17,Olympia Fields CC (North),"Olympia Fields, IL",70,7366,Olympia Fields,IL,USA,America/Chicago,9500000,2020-08-27T12:30:00,NA
394,THE NORTHERN TRUST,2020-08-20T00:00:00,2020-08-23T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,a39e2a1c-85f2-4b58-94fd-48820b4c02cc,TPC Boston,"Norton, MA",71,7308,Norton,MA,USA,America/New York,9500000,2020-08-20T07:20:00,NA
393,Wyndham Championship,2020-08-13T00:00:00,2020-08-16T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,fc330596-53ce-4715-b962-ca4c54223522,Sedgefield CC,"Greensboro, NC",70,7131,Greensboro,NC,USA,America/New York,6400000,2020-08-13T07:00:00,NA
380,PGA Championship,2020-08-06T00:00:00,2020-08-09T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,475bb76a-7522-48ab-ae00-dc3be1837b0c,TPC Harding Park,"San Francisco, CA",70,7251,San Francisco,CA,USA,America/Los Angeles,11000000,2020-08-06T10:00:00,NA
387,WGC-FedEx St. Jude Invitational,2020-07-30T00:00:00,2020-08-02T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,6b4ab8ff-8d69-4917-a8a2-d2cfed573e96,TPC Southwind,"Memphis, TN",70,7277,Memphis,TN,USA,America/Chicago,10500000,2020-07-30T12:00:00,NA
388,Barracuda Championship,2020-07-30T00:00:00,2020-08-02T00:00:00,FALSE,FALSE,FALSE,FALSE,Stableford,88579011-8f40-4d5c-af9e-48102483e66b,Tahoe Mt. Club (Old Greenwood),"Truckee, CA",71,7390,Truckee,CA,USA,America/Los Angeles,3500000,NA,NA
