player,win_prob,top_10_prob,top_25_prob,made_cut_prob,tournament,pos,predicted_pos,sg,predicted_sg
Bo Van Pelt,0,0.0275,0.0955,0.424,3M Open,28,NA,0.8403322309281813,0.09626291827874962
Byeong Hun An,0,0.0205,0.09,0.3915,3M Open,NA,NA,-2.0255839203797295,0.07381111823687957
Chris Baker,0,0.0095,0.054,0.3535,3M Open,51,NA,0.29444344020286495,-0.023067181041815276
D.A. Points,0,5e-4,0.0065,0.114,3M Open,NA,NA,0.1579712425215359,-0.67812788058335
D.J. Trahan,0,0.012,0.0665,0.3815,3M Open,NA,NA,0.1579712425215359,0.030940446265201323
David Lingmerth,0,0.0055,0.052,0.3295,3M Open,28,NA,0.8403322309281813,-0.11036214840958143
Dominic Bozzelli,0,0.0015,0.0035,0.05,3M Open,NA,NA,-1.7526395250170712,-1.2170725429238
Grayson Murray,0,0.0175,0.0675,0.323,3M Open,NA,NA,-1.206750734291755,-0.13613082467525
Greg Chalmers,0,0.004,0.0265,0.2065,3M Open,NA,NA,-0.11497315284112224,-0.3892542010224
Harry Higgs,0,0.047,0.1365,0.466,3M Open,NA,NA,0.1579712425215359,0.2012844153904771
Hunter Mahan,0,0,5e-4,0.0575,3M Open,NA,NA,-0.6608619435664386,-0.82354291045155
J.J. Spaun,0,0.0165,0.0685,0.337,3M Open,NA,NA,0.1579712425215359,-0.0671148760025591
John Senden,0,5e-4,0.0075,0.164,3M Open,NA,NA,-2.5714727111050455,-0.437466901921434
Johnson Wagner,0,0.0065,0.0385,0.306,3M Open,NA,NA,-0.3879175482037804,-0.17260975280408022
Kevin Stadler,0,0.002,0.009,0.0805,3M Open,NA,NA,-0.9338063389290968,-1.0142410456738225
Kevin Tway,0,0.006,0.028,0.2415,3M Open,NA,NA,0.1579712425215359,-0.2775843593814073
Kiradech Aphibarnrat,0,0.0095,0.043,0.2835,3M Open,39,NA,0.5673878355655231,-0.15603798325754617
Kristoffer Ventura,0,0.0075,0.035,0.2865,3M Open,NA,NA,-1.7526395250170712,-0.2017162161959304
Luke Donald,0,0.0265,0.1235,0.4615,3M Open,16,NA,1.1132766262908391,0.17357536511819593
Mark Anderson,0,0.014,0.076,0.393,3M Open,NA,NA,-0.9338063389290968,0.03116294428161746
Matt Every,0,5e-4,0.003,0.0585,3M Open,NA,NA,-0.6608619435664386,-1.23705291041747
Michael Kim,0,0.0025,0.0165,0.1445,3M Open,39,NA,0.5673878355655231,-0.6645188809680317
Nick Watney,0,5e-4,0.006,0.1105,3M Open,34,NA,0.7038600332468522,-0.6941744238801381
Rafa Cabrera Bello,0,0.0245,0.0995,0.451,3M Open,58,NA,0.1579712425215359,0.149033476039
Rhein Gibson,0,0.0175,0.0915,0.4415,3M Open,NA,NA,-1.479695129654413,0.14065658008039805
Ryan Blaum,0,0.0045,0.0275,0.238,3M Open,NA,NA,0.1579712425215359,-0.361615866715305
Scott Harrington,0,0.01,0.0665,0.354,3M Open,NA,NA,-0.11497315284112224,-0.04571097235870698
Shawn Stefani,0,5e-4,0.0145,0.2,3M Open,NA,NA,-0.11497315284112224,-0.3925819771908
Sung Kang,0,0.007,0.0395,0.2255,3M Open,70,NA,-0.2514453505224513,-0.3922485327452321
Kyoung-Hoon Lee,0.0605,0.2485,0.4015,0.682,Wyndham Championship,24,1,1.1219051465119303,0.9775106053049165
Justin Rose,0.048,0.245,0.423,0.7365,Wyndham Championship,10,2,1.4047226375358062,1.054076157679245
Will Zalatoris,0.042,0.3205,0.556,0.8485,Wyndham Championship,29,3,0.9804964009999928,1.2465275508888751
Jason Kokrak,0.0365,0.2365,0.4295,0.737,Wyndham Championship,NA,4,-1.5648610182148874,1.061566785785692
Si Woo Kim,0.0365,0.169,0.3255,0.617,Wyndham Championship,2,5,1.6875401285596816,0.753779357343963
Webb Simpson,0.0355,0.2675,0.474,0.788,Wyndham Championship,7,6,1.546131383047744,1.1690557907359014
Patton Kizzire,0.0305,0.1905,0.3495,0.6405,Wyndham Championship,NA,7,-0.43359105411938514,0.9005325271286698
Matthew Wolff,0.0255,0.1245,0.236,0.4775,Wyndham Championship,NA,8,-0.15077356309550954,0.4381126368583164
Talor Gooch,0.0245,0.157,0.3155,0.665,Wyndham Championship,NA,9,-0.15077356309550954,0.8058000032009153
Davis Thompson,0.024,0.109,0.212,0.489,Wyndham Championship,NA,10,-0.7164085451432607,0.38202566301092894
Aaron Wise,0.023,0.147,0.2905,0.593,Wyndham Championship,46,11,0.5562701644641793,0.708835082497203
Jhonattan Vegas,0.0225,0.18,0.3645,0.6935,Wyndham Championship,15,12,1.2633138920238682,0.8913476096871072
Brian Harman,0.0195,0.161,0.3575,0.698,Wyndham Championship,NA,13,-0.15077356309550954,0.8888373689065039
Branden Grace,0.018,0.162,0.3215,0.6415,Wyndham Championship,2,14,1.6875401285596816,0.747868047349
MitoÊPereira,0.0155,0.061,0.1315,0.351,Wyndham Championship,NA,15,-0.43359105411938514,-0.009118941773355625
Brendon Todd,0.015,0.1245,0.267,0.6035,Wyndham Championship,10,16,1.4047226375358062,0.6444646439765103
Chris Kirk,0.015,0.191,0.3775,0.7275,Wyndham Championship,29,17,0.9804964009999928,0.9430611356383968
Doug Ghim,0.015,0.1245,0.276,0.623,Wyndham Championship,NA,18,0.132043927928366,0.7070659164122046
Russell Henley,0.0145,0.1625,0.3225,0.684,Wyndham Championship,7,19,1.546131383047744,0.8113542040122317
Gary Woodland,0.0135,0.1375,0.3105,0.6785,Wyndham Championship,NA,20,0.132043927928366,0.7777506222762516
Vincent Whaley,0.0135,0.1095,0.252,0.6025,Wyndham Championship,NA,21,-1.5648610182148874,0.6333848380563797
Adam Scott,0.013,0.114,0.2545,0.609,Wyndham Championship,2,22,1.6875401285596816,0.6809059692090537
Kevin Kisner,0.013,0.1095,0.2485,0.5695,Wyndham Championship,1,23,1.6875401285596816,0.6556111680846357
Kevin Na,0.013,0.089,0.2075,0.5445,Wyndham Championship,2,24,1.6875401285596816,0.5219023225298394
Satoshi Kodaira,0.0125,0.123,0.239,0.5445,Wyndham Championship,NA,25,-0.9992260361671362,0.521723408577
Nate Lashley,0.012,0.0715,0.18,0.4735,Wyndham Championship,73,26,-0.9992260361671362,0.38114835864283564
Francesco Molinari,0.011,0.079,0.196,0.498,Wyndham Championship,NA,27,-0.43359105411938514,0.4401751537829774
Seamus Power,0.011,0.1375,0.301,0.667,Wyndham Championship,60,28,-0.00936481758357177,0.760275615931435
Akshay Bhatia,0.0105,0.073,0.166,0.465,Wyndham Championship,NA,29,-1.8476785092387629,0.291888646756
Doc Redman,0.0105,0.1265,0.274,0.6035,Wyndham Championship,NA,30,0.132043927928366,0.6745807968528782
Keith Mitchell,0.0105,0.1075,0.2235,0.548,Wyndham Championship,55,31,0.2734526734403038,0.5025217668356085
Matt Jones,0.0105,0.139,0.3215,0.682,Wyndham Championship,70,32,-0.43359105411938514,0.837180969677659
Anirban Lahiri,0.0095,0.0985,0.241,0.579,Wyndham Championship,46,33,0.5562701644641793,0.5651725599445637
Charl Schwartzel,0.0095,0.1095,0.248,0.595,Wyndham Championship,NA,34,-2.413313491286514,0.643959755128158
Joseph Bramlett,0.0095,0.107,0.26,0.598,Wyndham Championship,NA,35,-0.15077356309550954,0.6066037585610153
Kevin Streelman,0.009,0.134,0.2945,0.6475,Wyndham Championship,7,36,1.546131383047744,0.7794146859501859
Sungjae Im,0.009,0.1015,0.2455,0.6155,Wyndham Championship,24,37,1.1219051465119303,0.6611889822245763
Hank Lebioda,0.0085,0.0875,0.205,0.556,Wyndham Championship,NA,38,0.132043927928366,0.513925064227257
Hideki Matsuyama,0.0085,0.142,0.3565,0.738,Wyndham Championship,NA,39,0.132043927928366,0.9076595799821087
Wes Roach,0.0085,0.0695,0.168,0.4915,Wyndham Championship,NA,40,-1.8476785092387629,0.3897627439291
Will Gordon,0.0085,0.0665,0.1725,0.472,Wyndham Championship,NA,41,0.132043927928366,0.3301345236585
Harold Varner III,0.008,0.092,0.2415,0.6215,Wyndham Championship,57,42,0.132043927928366,0.6569583998449466
James Hahn,0.008,0.0905,0.2215,0.5715,Wyndham Championship,62,43,-0.15077356309550954,0.5728231518121782
Chase Seiffert,0.0075,0.087,0.2245,0.6095,Wyndham Championship,NA,44,-0.15077356309550954,0.598873741400445
Mackenzie Hughes,0.0075,0.0745,0.194,0.5095,Wyndham Championship,37,45,0.6976789099761171,0.4732264686255207
Robert MacIntyre,0.0075,0.0485,0.1295,0.4655,Wyndham Championship,65,46,-0.2921823086074473,0.30825701052175
Joel Dahmen,0.007,0.0835,0.2125,0.549,Wyndham Championship,NA,47,-0.15077356309550954,0.5315943357348725
Ryan Armour,0.007,0.088,0.2185,0.5355,Wyndham Championship,NA,48,-0.9992260361671362,0.5108950708670531
Sam Ryder,0.007,0.0755,0.2,0.5055,Wyndham Championship,35,49,0.839087655488055,0.48425087390047306
Wyndham Clark,0.007,0.088,0.215,0.548,Wyndham Championship,NA,50,-2.1304960002626387,0.4924213147924224
Michael Thompson,0.0065,0.0965,0.228,0.563,Wyndham Championship,NA,51,0.132043927928366,0.5815388856075683
Nelson Ledesma,0.006,0.052,0.114,0.35,Wyndham Championship,62,52,-0.15077356309550954,-0.031288703058500004
Rob Oppenheim,0.006,0.0675,0.1785,0.5215,Wyndham Championship,62,53,-0.15077356309550954,0.45719434615685
Lucas Glover,0.0055,0.0975,0.263,0.6465,Wyndham Championship,NA,54,-0.9992260361671362,0.6973657157396521
Ben Martin,0.005,0.0645,0.183,0.5135,Wyndham Championship,70,55,-0.43359105411938514,0.4353089450215513
Hudson Swafford,0.005,0.0545,0.175,0.53,Wyndham Championship,37,56,0.6976789099761171,0.44360231640328535
Michael Gligic,0.005,0.0445,0.1145,0.3715,Wyndham Championship,65,57,-0.2921823086074473,0.0821110305845032
John Augenstein,0.0045,0.031,0.0745,0.288,Wyndham Championship,37,58,0.6976789099761171,-0.17674396747240118
Kyle Stanley,0.0045,0.09,0.2495,0.635,Wyndham Championship,NA,59,-0.43359105411938514,0.6518631370266944
Luke List,0.0045,0.051,0.197,0.558,Wyndham Championship,NA,60,-0.15077356309550954,0.4620497621516003
Scott Stallings,0.0045,0.0925,0.236,0.603,Wyndham Championship,NA,61,0.132043927928366,0.6233323824153837
Zach Johnson,0.0045,0.0585,0.2045,0.622,Wyndham Championship,NA,62,-0.43359105411938514,0.5835359987778083
Adam Hadwin,0.004,0.076,0.2095,0.596,Wyndham Championship,10,63,1.4047226375358062,0.5443507073424934
Erik van Rooyen,0.004,0.052,0.1625,0.5135,Wyndham Championship,37,64,0.6976789099761171,0.4253532274990897
Russell Knox,0.004,0.06,0.1995,0.609,Wyndham Championship,24,65,1.1219051465119303,0.5572655981154709
Scott Piercy,0.004,0.05,0.1715,0.5095,Wyndham Championship,15,66,1.2633138920238682,0.40120350431148727
Sebastian Munoz,0.004,0.0585,0.161,0.5145,Wyndham Championship,29,67,0.9804964009999928,0.39451641532482884
Andrew Landry,0.0035,0.044,0.1195,0.407,Wyndham Championship,51,68,0.4148614189522416,0.1434228745007281
Rafael Campos,0.0035,0.0825,0.184,0.5125,Wyndham Championship,74,69,-1.140634781679074,0.45206635033885
Tommy Fleetwood,0.0035,0.0695,0.2005,0.6,Wyndham Championship,65,70,-0.2921823086074473,0.5686440974911
C.T. Pan,0.003,0.0545,0.1585,0.4995,Wyndham Championship,29,71,0.9804964009999928,0.40054788264924274
Harry Higgs,0.003,0.039,0.11,0.4005,Wyndham Championship,15,72,1.2633138920238682,0.17577989874978286
Jim Herman,0.003,0.0385,0.113,0.389,Wyndham Championship,NA,NA,-0.43359105411938514,0.11551931194587181
John Huh,0.003,0.068,0.2315,0.6385,Wyndham Championship,NA,NA,-0.15077356309550954,0.6364625833270291
Matthew NeSmith,0.003,0.092,0.2365,0.6275,Wyndham Championship,NA,NA,-0.15077356309550954,0.6019347008737782
Sepp Straka,0.003,0.049,0.139,0.468,Wyndham Championship,15,NA,1.2633138920238682,0.2882566339024505
Brandon Hagy,0.0025,0.056,0.1605,0.4975,Wyndham Championship,NA,NA,-0.15077356309550954,0.3662898328904149
Jonas Blixt,0.0025,0.043,0.1285,0.425,Wyndham Championship,NA,NA,-2.6961309823103896,0.2230224336775307
Josh Teater,0.0025,0.053,0.159,0.508,Wyndham Championship,NA,NA,-1.8476785092387629,0.39939029093639
Kramer Hickok,0.0025,0.0555,0.1495,0.488,Wyndham Championship,NA,NA,-1.2820435271910118,0.3436828568656492
Lanto Griffin,0.0025,0.0565,0.163,0.549,Wyndham Championship,NA,NA,-0.15077356309550954,0.44966897384433147
Robby Shelton,0.0025,0.025,0.075,0.3245,Wyndham Championship,NA,NA,-0.9992260361671362,-0.002995586544000001
Roger Sloan,0.0025,0.0665,0.1975,0.5765,Wyndham Championship,2,NA,1.6875401285596816,0.5633741409937004
Rory Sabbatini,0.0025,0.0305,0.112,0.419,Wyndham Championship,10,NA,1.4047226375358062,0.20807204480618557
Tom Hoge,0.0025,0.0765,0.197,0.5615,Wyndham Championship,NA,NA,-0.43359105411938514,0.519313865674302
Tyler McCumber,0.0025,0.049,0.127,0.4025,Wyndham Championship,15,NA,1.2633138920238682,0.15953044418756465
Adam Long,0.002,0.045,0.1275,0.444,Wyndham Championship,NA,NA,-0.15077356309550954,0.2446693226699585
Bronson Burgoon,0.002,0.0435,0.131,0.455,Wyndham Championship,60,NA,-0.00936481758357177,0.32468346822661437
Bubba Watson,0.002,0.0415,0.115,0.4345,Wyndham Championship,46,NA,0.5562701644641793,0.20908036220969348
Camilo Villegas,0.002,0.061,0.166,0.502,Wyndham Championship,46,NA,0.5562701644641793,0.38924265093497157
Denny McCarthy,0.002,0.0475,0.1585,0.565,Wyndham Championship,15,NA,1.2633138920238682,0.47646495792954574
J.T. Poston,0.002,0.032,0.1125,0.4495,Wyndham Championship,NA,NA,-0.43359105411938514,0.20690505284276195
Michael Gellerman,0.002,0.0165,0.0525,0.2445,Wyndham Championship,NA,NA,-1.5648610182148874,-0.274191820136475
Tom Lewis,0.002,0.03,0.1015,0.426,Wyndham Championship,NA,NA,-2.413313491286514,0.216131287610995
Andrew Putnam,0.0015,0.06,0.1695,0.492,Wyndham Championship,NA,NA,-0.43359105411938514,0.366004066967914
Brandt Snedeker,0.0015,0.032,0.121,0.456,Wyndham Championship,NA,NA,-1.5648610182148874,0.30508853740982184
Chesson Hadley,0.0015,0.0495,0.169,0.4755,Wyndham Championship,15,NA,1.2633138920238682,0.3605219014580221
Martin Laird,0.0015,0.047,0.1445,0.5195,Wyndham Championship,NA,NA,0.132043927928366,0.4391500755676147
Martin Trainer,0.0015,0.0115,0.03,0.1745,Wyndham Championship,NA,NA,-0.7164085451432607,-0.5193357088623318
Padraig Harrington,0.0015,0.0325,0.106,0.41,Wyndham Championship,NA,NA,-0.9992260361671362,0.194294590877
Austin Cook,0.001,0.0385,0.1195,0.4235,Wyndham Championship,NA,NA,-1.5648610182148874,0.22014283051487318
Fabian Gomez,0.001,0.015,0.0585,0.3065,Wyndham Championship,NA,NA,-0.43359105411938514,-0.0408299131028
Kiradech Aphibarnrat,0.001,0.008,0.033,0.2545,Wyndham Championship,37,NA,0.6976789099761171,-0.17755570132755358
Luke Donald,0.001,0.0285,0.092,0.4195,Wyndham Championship,NA,NA,-0.15077356309550954,0.17892050014545
Matt Kuchar,0.001,0.0345,0.1415,0.571,Wyndham Championship,29,NA,0.9804964009999928,0.45254098289839734
Nick Taylor,0.001,0.0365,0.132,0.5155,Wyndham Championship,10,NA,1.4047226375358062,0.35140498500926026
Peter Malnati,0.001,0.0365,0.1295,0.4905,Wyndham Championship,NA,NA,-0.7164085451432607,0.31886607671961814
Richy Werenski,0.001,0.0425,0.156,0.512,Wyndham Championship,37,NA,0.6976789099761171,0.3821775903023678
Ryan Brehm,0.001,0.022,0.083,0.4285,Wyndham Championship,NA,NA,-0.7164085451432607,0.2447538770269
Ryan Moore,0.001,0.027,0.0955,0.427,Wyndham Championship,NA,NA,0.132043927928366,0.17673536886364136
Sean O'Hair,0.001,0.022,0.0725,0.3345,Wyndham Championship,NA,NA,-0.7164085451432607,0.002232049421878266
Beau Hossler,5e-4,0.0095,0.048,0.308,Wyndham Championship,65,NA,-0.2921823086074473,-0.053693091172083915
Ben Taylor,5e-4,0.0195,0.091,0.439,Wyndham Championship,24,NA,1.1219051465119303,0.1964221943737
Bo Hoag,5e-4,0.027,0.14,0.5095,Wyndham Championship,NA,NA,0.132043927928366,0.3798911852905324
Bo Van Pelt,5e-4,0.0285,0.0905,0.4025,Wyndham Championship,NA,NA,-0.43359105411938514,0.12702579327054606
Brian Gay,5e-4,0.009,0.043,0.2565,Wyndham Championship,51,NA,0.4148614189522416,-0.2087654141473016
Brian Stuard,5e-4,0.026,0.124,0.503,Wyndham Championship,15,NA,1.2633138920238682,0.30689643995663995
Brice Garnett,5e-4,0.054,0.1585,0.515,Wyndham Championship,51,NA,0.4148614189522416,0.42058789490614373
Byeong Hun An,5e-4,0.012,0.0625,0.3495,Wyndham Championship,35,NA,0.839087655488055,0.04301170364755
Mark Hubbard,5e-4,0.014,0.086,0.439,Wyndham Championship,51,NA,0.4148614189522416,0.23549593372178437
Patrick Rodgers,5e-4,0.0335,0.122,0.4515,Wyndham Championship,NA,NA,0.132043927928366,0.28937939303510324
Rickie Fowler,5e-4,0.0325,0.1135,0.495,Wyndham Championship,NA,NA,-1.2820435271910118,0.32933155128707914
Ted Potter Jr.,5e-4,0.012,0.0545,0.2935,Wyndham Championship,NA,NA,-0.7164085451432607,-0.132692851737787
Aaron Baddeley,0,0.019,0.071,0.3925,Wyndham Championship,NA,NA,-1.8476785092387629,0.13649240159546866
Adam Schenk,0,0.012,0.0675,0.427,Wyndham Championship,NA,NA,-0.43359105411938514,0.18304071324653418
Bill Haas,0,0.0135,0.0685,0.4095,Wyndham Championship,NA,NA,-0.15077356309550954,0.14109310662429717
Cameron Percy,0,0.0225,0.104,0.458,Wyndham Championship,37,NA,0.6976789099761171,0.23797614220403912
Chez Reavie,0,0.0255,0.1005,0.4195,Wyndham Championship,NA,NA,-0.9992260361671362,0.18700298530844975
Chris Baker,0,0.0115,0.0535,0.3195,Wyndham Championship,70,NA,-0.43359105411938514,-0.03578115707446
D.J. Trahan,0,0.009,0.049,0.345,Wyndham Championship,NA,NA,-0.43359105411938514,0.003398049423611614
David Lingmerth,0,0.0045,0.0365,0.2835,Wyndham Championship,37,NA,0.6976789099761171,-0.1155292055978
Dylan Frittelli,0,0.007,0.0395,0.2595,Wyndham Championship,NA,NA,0.132043927928366,-0.1339555325843278
J.J. Spaun,0,0.014,0.054,0.29,Wyndham Championship,NA,NA,-0.15077356309550954,-0.08509320852108765
Jason Dufner,0,0.0125,0.062,0.4105,Wyndham Championship,24,NA,1.1219051465119303,0.16550466943865114
John Senden,0,0.001,0.0065,0.1265,Wyndham Championship,NA,NA,0.132043927928366,-0.4411693721372
Johnson Wagner,0,0.006,0.0325,0.24,Wyndham Championship,55,NA,0.2734526734403038,-0.19817760756459
K.J. Choi,0,0.003,0.029,0.244,Wyndham Championship,NA,NA,-0.43359105411938514,-0.203724376871545
Kevin Tway,0,0.002,0.017,0.188,Wyndham Championship,46,NA,0.5562701644641793,-0.3053808942262325
Kristoffer Ventura,0,0.006,0.029,0.2075,Wyndham Championship,NA,NA,-0.7164085451432607,-0.2594255440357067
Mark Anderson,0,0.0095,0.055,0.33,Wyndham Championship,57,NA,0.132043927928366,0.0187900721642
Matt Every,0,5e-4,0.003,0.0525,Wyndham Championship,NA,NA,-3.261765964358141,-1.2959227790491
Michael Kim,0,0.0015,0.01,0.112,Wyndham Championship,65,NA,-0.2921823086074473,-0.67259043854701
Nick Watney,0,0,0.0025,0.0825,Wyndham Championship,NA,NA,-0.15077356309550954,-0.746546685534781
Rhein Gibson,0,0.015,0.063,0.3925,Wyndham Championship,NA,NA,0.132043927928366,0.141528082123
Robert Streb,0,0.036,0.1235,0.4795,Wyndham Championship,NA,NA,-1.5648610182148874,0.3082881094421424
Scott Brown,0,0.0095,0.057,0.3285,Wyndham Championship,NA,NA,-0.15077356309550954,-0.004059511193506794
Scott Harrington,0,0.006,0.043,0.298,Wyndham Championship,NA,NA,-0.43359105411938514,-0.0603454429685
Sebastian Cappelen,0,0.005,0.036,0.2595,Wyndham Championship,NA,NA,-0.7164085451432607,-0.13866874522445
Sung Kang,0,0.006,0.0245,0.1975,Wyndham Championship,15,NA,1.2633138920238682,-0.43089277915635826
Tyler Duncan,0,0.0155,0.059,0.3295,Wyndham Championship,57,NA,0.132043927928366,0.004191367888800537
Xinjun Zhang,0,0.002,0.0165,0.1965,Wyndham Championship,NA,NA,0.132043927928366,-0.33526889568735
Jon Rahm,0.1705,0.5395,0.7035,0.913,Northern Trust Open,3,1,1.7577645963409192,1.9839315982847257
Dustin Johnson,0.0955,0.377,0.5645,0.834,Northern Trust Open,NA,2,-0.2954540491721989,1.6315037616088
Bryson DeChambeau,0.0675,0.335,0.522,0.8245,Northern Trust Open,31,3,0.6170875710558535,1.5431101347615
Daniel Berger,0.065,0.352,0.5755,0.855,Northern Trust Open,56,4,0.2748844634703339,1.58589856224025
Collin Morikawa,0.037,0.2805,0.492,0.8215,Northern Trust Open,NA,5,-0.7517248592862252,1.4180823661231
Jordan Spieth,0.0365,0.2935,0.508,0.8535,Northern Trust Open,73,6,-0.4095217517007055,1.42531313704
Xander Schauffele,0.0275,0.255,0.4895,0.8555,Northern Trust Open,16,7,0.9592906786413732,1.3770655580086
Viktor Hovland,0.0265,0.2265,0.4555,0.8245,Northern Trust Open,43,8,0.503019868527347,1.2966169527327802
Sam Burns,0.0255,0.2,0.3775,0.7425,Northern Trust Open,21,9,0.8452229761128667,1.1498172364637993
Patrick Cantlay,0.0245,0.235,0.442,0.818,Northern Trust Open,11,10,1.07335838116988,1.32345494454157
Kyoung-Hoon Lee,0.0215,0.1615,0.311,0.6495,Northern Trust Open,47,11,0.38895216599884047,1.0002945639605103
Abraham Ancer,0.019,0.2315,0.4485,0.8185,Northern Trust Open,64,12,0.16081676094182734,1.2875480922315568
Charley Hoffman,0.019,0.1825,0.3565,0.7265,Northern Trust Open,21,13,0.8452229761128667,1.1274833793259358
Harris English,0.019,0.2065,0.406,0.7635,Northern Trust Open,31,14,0.6170875710558535,1.2320645880736407
Tyrrell Hatton,0.0175,0.177,0.3465,0.735,Northern Trust Open,NA,15,-0.7517248592862252,1.10050323077555
Corey Conners,0.0165,0.1555,0.364,0.7645,Northern Trust Open,8,16,1.1874260836983863,1.1389735257999267
Justin Thomas,0.016,0.1315,0.3005,0.6825,Northern Trust Open,4,17,1.4155614887553996,0.97296305491595
Max Homa,0.016,0.163,0.3315,0.6685,Northern Trust Open,47,18,0.38895216599884047,1.0202221110821537
Matthew Wolff,0.014,0.0795,0.1685,0.4715,Northern Trust Open,NA,19,-2.120537289628304,0.42329549750619494
Webb Simpson,0.014,0.153,0.3875,0.81,Northern Trust Open,47,20,0.38895216599884047,1.1650385434393875
Cameron Smith,0.013,0.136,0.307,0.714,Northern Trust Open,2,21,1.9859000013979324,0.9934741933697
Jason Kokrak,0.011,0.1415,0.3145,0.7415,Northern Trust Open,NA,22,-0.2954540491721989,1.0665835355305588
Tony Finau,0.0105,0.186,0.402,0.799,Northern Trust Open,1,23,1.9859000013979324,1.21665134342305
Scottie Scheffler,0.01,0.1155,0.3175,0.766,Northern Trust Open,43,24,0.503019868527347,1.0476208333076817
Matt Wallace,0.009,0.1175,0.2925,0.701,Northern Trust Open,NA,25,-3.945620530084409,0.9522603913983813
Si Woo Kim,0.009,0.1075,0.2375,0.6085,Northern Trust Open,NA,26,-0.2954540491721989,0.7583194985638376
Aaron Wise,0.0085,0.0795,0.2045,0.5915,Northern Trust Open,21,27,0.8452229761128667,0.7151303800468339
Paul Casey,0.0085,0.139,0.34,0.762,Northern Trust Open,64,28,0.16081676094182734,1.0643908306043703
Rory McIlroy,0.0085,0.12,0.3245,0.741,Northern Trust Open,43,29,0.503019868527347,1.037212897278065
Cameron Tringale,0.008,0.1215,0.3225,0.735,Northern Trust Open,21,30,0.8452229761128667,1.0229670041177465
Patton Kizzire,0.008,0.117,0.267,0.659,Northern Trust Open,56,31,0.2748844634703339,0.9102469500114372
Jhonattan Vegas,0.007,0.099,0.2635,0.6835,Northern Trust Open,NA,32,-0.2954540491721989,0.9001806808027
Matthew Fitzpatrick,0.0065,0.1205,0.3145,0.759,Northern Trust Open,NA,33,-0.5235894542292121,1.02729410355525
Brian Harman,0.0055,0.0765,0.231,0.707,Northern Trust Open,75,34,-0.6376571567577186,0.8926220286257489
Shane Lowry,0.0055,0.0875,0.2315,0.6225,Northern Trust Open,11,35,1.07335838116988,0.792353372045
Stewart Cink,0.0055,0.1595,0.393,0.803,Northern Trust Open,21,36,0.8452229761128667,1.1705867639994807
Brendon Todd,0.005,0.0725,0.167,0.569,Northern Trust Open,NA,37,-1.6642664795142776,0.6405088752863243
Lee Westwood,0.005,0.1115,0.259,0.642,Northern Trust Open,27,38,0.7311552735843602,0.85998729428815
Maverick McNealy,0.005,0.082,0.227,0.6515,Northern Trust Open,27,39,0.7311552735843602,0.8196744031315336
Doc Redman,0.0045,0.0635,0.1925,0.5845,Northern Trust Open,NA,40,-0.9798602643432384,0.6772518687104611
Mackenzie Hughes,0.0045,0.035,0.1315,0.55,Northern Trust Open,27,41,0.7311552735843602,0.466634417824
Marc Leishman,0.0045,0.0675,0.1885,0.5885,Northern Trust Open,47,42,0.38895216599884047,0.6656408067098537
Branden Grace,0.004,0.074,0.2115,0.6085,Northern Trust Open,NA,43,-0.7517248592862252,0.754784275188085
Kevin Kisner,0.004,0.061,0.187,0.572,Northern Trust Open,NA,44,-2.120537289628304,0.6553467019636678
Ryan Palmer,0.004,0.0775,0.2275,0.641,Northern Trust Open,NA,45,-0.2954540491721989,0.7753280965641249
Sergio Garcia,0.004,0.0435,0.1585,0.574,Northern Trust Open,NA,46,-0.5235894542292121,0.5924736205437428
Gary Woodland,0.0035,0.0655,0.2025,0.6765,Northern Trust Open,74,47,-0.5235894542292121,0.7777127349458717
Kevin Na,0.0035,0.044,0.1405,0.536,Northern Trust Open,8,48,1.1874260836983863,0.5169189895010047
Scott Stallings,0.0035,0.0435,0.153,0.61,Northern Trust Open,NA,49,-0.9798602643432384,0.6249309518446137
Seamus Power,0.0035,0.0655,0.2015,0.663,Northern Trust Open,31,50,0.6170875710558535,0.7708796374566405
Keith Mitchell,0.003,0.05,0.141,0.5345,Northern Trust Open,8,51,1.1874260836983863,0.5074850416598614
Adam Scott,0.0025,0.0485,0.1655,0.5995,Northern Trust Open,NA,52,-0.2954540491721989,0.6736556750555371
Billy Horschel,0.0025,0.046,0.1705,0.576,Northern Trust Open,31,53,0.6170875710558535,0.67498995626485
Cameron Davis,0.0025,0.0735,0.226,0.686,Northern Trust Open,31,54,0.6170875710558535,0.8003465411518839
Joaquin Niemann,0.0025,0.063,0.195,0.606,Northern Trust Open,47,55,0.38895216599884047,0.7193476578885829
Talor Gooch,0.0025,0.069,0.2205,0.6515,Northern Trust Open,31,56,0.6170875710558535,0.8096602336546403
Brendan Steele,0.002,0.0715,0.212,0.65,Northern Trust Open,NA,57,-0.9798602643432384,0.7714174854828559
Charl Schwartzel,0.002,0.0525,0.1715,0.5905,Northern Trust Open,NA,58,-0.5235894542292121,0.651402610918861
Chris Kirk,0.002,0.0925,0.2645,0.7375,Northern Trust Open,56,59,0.2748844634703339,0.9495820340770158
Ian Poulter,0.002,0.0525,0.166,0.611,Northern Trust Open,31,60,0.6170875710558535,0.6701044044304826
Kevin Streelman,0.002,0.0605,0.198,0.66,Northern Trust Open,64,61,0.16081676094182734,0.7801160148244041
