player,win_prob,top_10_prob,top_25_prob,made_cut_prob,tournament,pos,predicted_pos,sg,predicted_sg
Stephan Jaeger,0.006,0.093,0.234,0.524,Sanderson Farms Championship,26,47,0.9896527541474888,0.46248731114819086
Harold Varner III,0.0055,0.0915,0.267,0.592,Sanderson Farms Championship,11,48,1.32777587294713,0.6396385727354
Scott Stallings,0.0055,0.1085,0.2755,0.5785,Sanderson Farms Championship,NA,49,-0.4755474273176232,0.6329753471986146
Wyndham Clark,0.0055,0.093,0.243,0.5255,Sanderson Farms Championship,NA,50,-0.7009628398507174,0.49566919806949333
Anirban Lahiri,0.005,0.099,0.2715,0.571,Sanderson Farms Championship,NA,51,0.2006988102816593,0.6010418512058675
John Huh,0.005,0.107,0.298,0.629,Sanderson Farms Championship,63,52,-0.02471660225143486,0.672939844275
Roger Sloan,0.005,0.0805,0.278,0.591,Sanderson Farms Championship,14,53,1.2150681666805832,0.5927496221013002
Trey Mullinax,0.005,0.036,0.095,0.2435,Sanderson Farms Championship,4,54,1.5531912854802243,-0.2898503188441385
Adam Long,0.004,0.055,0.1395,0.3805,Sanderson Farms Championship,29,NA,0.8769450478809419,0.1553232948723009
Tyler McCumber,0.004,0.0535,0.1535,0.374,Sanderson Farms Championship,NA,NA,-0.02471660225143486,0.12031103952654246
DavisÊRiley,0.0035,0.0375,0.127,0.367,Sanderson Farms Championship,NA,NA,0.2006988102816593,0.09511925675457548
Matthew NeSmith,0.0035,0.0795,0.261,0.588,Sanderson Farms Championship,NA,NA,-1.602624489983094,0.6099423148378015
Michael Gligic,0.0035,0.049,0.1525,0.362,Sanderson Farms Championship,NA,NA,-0.9263782523838116,0.06517777759485001
Andrew Putnam,0.003,0.0595,0.1985,0.458,Sanderson Farms Championship,NA,NA,-1.602624489983094,0.34541074618896533
Brandon Hagy,0.003,0.0605,0.207,0.501,Sanderson Farms Championship,58,NA,0.08799110401511222,0.4038733100563731
Joel Dahmen,0.003,0.081,0.2455,0.5255,Sanderson Farms Championship,51,NA,0.3134065165482064,0.5098580831839198
Kramer Hickok,0.003,0.0565,0.188,0.462,Sanderson Farms Championship,NA,NA,-0.250132014784529,0.35482404538756
Lucas Glover,0.003,0.104,0.317,0.655,Sanderson Farms Championship,58,NA,0.08799110401511222,0.7063718476046593
Sam Saunders,0.003,0.038,0.0985,0.262,Sanderson Farms Championship,NA,NA,-2.729701552648565,-0.2177615860647
Adam Hadwin,0.0025,0.0755,0.2355,0.559,Sanderson Farms Championship,45,NA,0.4261142228147535,0.5316421196170164
Hudson Swafford,0.0025,0.062,0.2025,0.5125,Sanderson Farms Championship,NA,NA,0.2006988102816593,0.44536542832509274
Lanto Griffin,0.0025,0.0555,0.1905,0.5205,Sanderson Farms Championship,NA,NA,0.2006988102816593,0.41786917378329874
Luke List,0.0025,0.071,0.223,0.528,Sanderson Farms Championship,17,NA,1.102360460414036,0.4831984461851376
Sahith Theegala,0.0025,0.0515,0.153,0.4165,Sanderson Farms Championship,8,NA,1.4404835792136772,0.21687321051159247
Andrew Landry,0.002,0.04,0.119,0.3675,Sanderson Farms Championship,4,NA,1.5531912854802243,0.14102476297586197
Kevin Chappell,0.002,0.043,0.1445,0.395,Sanderson Farms Championship,NA,NA,-0.4755474273176232,0.18443735330128022
Richy Werenski,0.002,0.0515,0.178,0.4895,Sanderson Farms Championship,NA,NA,-2.955116965181659,0.36399198959861195
Tom Hoge,0.002,0.067,0.231,0.5605,Sanderson Farms Championship,NA,NA,-0.250132014784529,0.5184241282783477
Brandt Snedeker,0.0015,0.0355,0.144,0.443,Sanderson Farms Championship,NA,NA,-0.250132014784529,0.25897408124588167
Brice Garnett,0.0015,0.0495,0.18,0.486,Sanderson Farms Championship,56,NA,0.2006988102816593,0.40225670437804434
Camilo Villegas,0.0015,0.0615,0.206,0.4885,Sanderson Farms Championship,NA,NA,-0.7009628398507174,0.41331674999317003
Chesson Hadley,0.0015,0.061,0.187,0.4705,Sanderson Farms Championship,45,NA,0.4261142228147535,0.3593050501504542
Jonas Blixt,0.0015,0.0485,0.156,0.4025,Sanderson Farms Championship,NA,NA,-1.37720907745,0.20655800626983178
Keegan Bradley,0.0015,0.0815,0.2695,0.6105,Sanderson Farms Championship,NA,NA,-0.02471660225143486,0.61969069798605
Robert Streb,0.0015,0.041,0.169,0.457,Sanderson Farms Championship,NA,NA,-0.9263782523838116,0.3110577144307799
Scott Piercy,0.0015,0.0605,0.1895,0.489,Sanderson Farms Championship,NA,NA,-1.1517936649169058,0.3770906880862789
Zach Johnson,0.0015,0.061,0.233,0.587,Sanderson Farms Championship,NA,NA,-0.4755474273176232,0.5681684280735858
Adam Schenk,0.001,0.0185,0.0905,0.3865,Sanderson Farms Championship,NA,NA,0.2006988102816593,0.1397238007249019
Bill Haas,0.001,0.0165,0.092,0.394,Sanderson Farms Championship,NA,NA,-0.02471660225143486,0.13537981894135837
Bronson Burgoon,0.001,0.0475,0.1645,0.461,Sanderson Farms Championship,NA,NA,-0.4755474273176232,0.32119588679584127
Chez Reavie,0.001,0.0235,0.1155,0.3875,Sanderson Farms Championship,NA,NA,-0.4755474273176232,0.12993451424318037
Martin Laird,0.001,0.0425,0.1895,0.519,Sanderson Farms Championship,NA,NA,0.2006988102816593,0.4231200131079273
Patrick Rodgers,0.001,0.0375,0.1555,0.438,Sanderson Farms Championship,NA,NA,0.2006988102816593,0.263441240429
Russell Knox,0.001,0.069,0.247,0.5765,Sanderson Farms Championship,29,NA,0.8769450478809419,0.5624696952906825
Seung-Yul Noh,0.001,0.0215,0.095,0.3245,Sanderson Farms Championship,NA,NA,-0.7009628398507174,-0.009845726427620837
Austin Cook,5e-4,0.0295,0.132,0.391,Sanderson Farms Championship,67,NA,-0.250132014784529,0.2013241404789
Brian Stuard,5e-4,0.0245,0.1305,0.4285,Sanderson Farms Championship,NA,NA,0.2006988102816593,0.26843668915241364
J.T. Poston,5e-4,0.0315,0.118,0.383,Sanderson Farms Championship,NA,NA,-0.02471660225143486,0.1307418055279828
Kevin Tway,5e-4,0.002,0.019,0.164,Sanderson Farms Championship,NA,NA,-1.1517936649169058,-0.3720200416255065
Kurt Kitayama,5e-4,0.008,0.03,0.151,Sanderson Farms Championship,45,NA,0.4261142228147535,-0.47571977768515
Martin Trainer,5e-4,0.0115,0.05,0.171,Sanderson Farms Championship,NA,NA,-1.1517936649169058,-0.5128544223461093
Peter Malnati,5e-4,0.024,0.1365,0.438,Sanderson Farms Championship,51,NA,0.3134065165482064,0.27357662606699074
Rory Sabbatini,5e-4,0.0295,0.1215,0.3825,Sanderson Farms Championship,NA,NA,-0.02471660225143486,0.13955449157080377
Ryan Moore,5e-4,0.0175,0.103,0.3835,Sanderson Farms Championship,39,NA,0.5388219290813006,0.1260008463935913
Tyler Duncan,5e-4,0.0105,0.0695,0.3015,Sanderson Farms Championship,14,NA,1.2150681666805832,-0.044655591262299996
Bo Van Pelt,0,0.0405,0.1615,0.4265,Sanderson Farms Championship,NA,NA,-0.9263782523838116,0.2028330740399
Brian Gay,0,0.011,0.058,0.2355,Sanderson Farms Championship,NA,NA,-0.7009628398507174,-0.2595724669456953
Denny McCarthy,0,0.0445,0.2005,0.526,Sanderson Farms Championship,17,NA,1.102360460414036,0.44032353128577784
Dylan Frittelli,0,0.01,0.0395,0.2105,Sanderson Farms Championship,39,NA,0.5388219290813006,-0.26146408600207716
J.J. Spaun,0,0.016,0.0735,0.269,Sanderson Farms Championship,68,NA,-0.5882551335841703,-0.12785292059404013
Jimmy Walker,0,0.0085,0.051,0.217,Sanderson Farms Championship,45,NA,0.4261142228147535,-0.2777089416096214
Kelly Kraft,0,0.01,0.0595,0.2405,Sanderson Farms Championship,NA,NA,-2.0534553150492822,-0.22835811007761847
Kevin Stadler,0,0.001,0.009,0.057,Sanderson Farms Championship,NA,NA,-4.533024852913318,-1.05204894541105
Kiradech Aphibarnrat,0,0.009,0.0465,0.236,Sanderson Farms Championship,NA,NA,-0.7009628398507174,-0.230413020945095
Nick Taylor,0,0.03,0.1615,0.46,Sanderson Farms Championship,NA,NA,-0.7009628398507174,0.3270196102954187
Nick Watney,0,5e-4,0.0045,0.0585,Sanderson Farms Championship,2,NA,1.6658989917467717,-0.8742423496463971
Sung Kang,0,0.0025,0.03,0.183,Sanderson Farms Championship,65,NA,-0.13742430851798196,-0.5252314601283631
William McGirt,0,0.0015,0.0105,0.127,Sanderson Farms Championship,17,NA,1.102360460414036,-0.49711733882490483
Viktor Hovland,0.0655,0.3105,0.5165,0.819,Shriners Hospital for Children Open,44,1,0.3168589657483645,1.3411960195978
Sam Burns,0.057,0.2735,0.4595,0.7275,Shriners Hospital for Children Open,14,2,1.2104245190950291,1.22938024086644
Kyoung-Hoon Lee,0.0505,0.259,0.4125,0.7015,Shriners Hospital for Children Open,14,3,1.2104245190950291,1.1479424268745
Abraham Ancer,0.043,0.2985,0.521,0.8155,Shriners Hospital for Children Open,NA,4,-1.6191997331694097,1.34155661574195
Charley Hoffman,0.039,0.2665,0.4615,0.7425,Shriners Hospital for Children Open,44,5,0.3168589657483645,1.18508543316755
Harris English,0.034,0.261,0.4865,0.788,Shriners Hospital for Children Open,NA,6,-0.4277789953738563,1.2746941779775
Matt Wallace,0.028,0.1795,0.363,0.6725,Shriners Hospital for Children Open,14,7,1.2104245190950291,1.0046498020765
Matthew Wolff,0.028,0.105,0.197,0.439,Shriners Hospital for Children Open,2,8,1.95506248021725,0.32667485632359
Will Zalatoris,0.0275,0.291,0.526,0.8375,Shriners Hospital for Children Open,NA,9,-0.4277789953738563,1.3244963955
Patrick Reed,0.027,0.245,0.4575,0.8115,Shriners Hospital for Children Open,NA,10,-2.214910102067186,1.252792621698
Corey Conners,0.026,0.2255,0.4255,0.7495,Shriners Hospital for Children Open,40,11,0.4657865579728086,1.1864159468325
Patton Kizzire,0.0225,0.172,0.364,0.6755,Shriners Hospital for Children Open,NA,12,-1.023489364271633,0.970835102112
Si Woo Kim,0.0225,0.142,0.2885,0.5765,Shriners Hospital for Children Open,NA,13,-1.023489364271633,0.7862323221191
Webb Simpson,0.022,0.206,0.4455,0.7885,Shriners Hospital for Children Open,NA,14,0.16793137352392032,1.1392962821169499
Stewart Cink,0.0195,0.25,0.4905,0.786,Shriners Hospital for Children Open,NA,15,-1.6191997331694097,1.23465248350745
Brandon Wu,0.0175,0.0985,0.1885,0.414,Shriners Hospital for Children Open,NA,16,-1.023489364271633,0.26137503998965
Paul Casey,0.017,0.1815,0.375,0.7315,Shriners Hospital for Children Open,NA,17,-0.129923810924968,1.06587212430555
Cameron Tringale,0.016,0.183,0.3985,0.7225,Shriners Hospital for Children Open,56,18,0.01900378129947616,1.0598720955935
GreysonÊSigg,0.0155,0.0795,0.1925,0.47,Shriners Hospital for Children Open,47,19,0.16793137352392032,0.43140451344625
Jason Kokrak,0.0155,0.1905,0.396,0.738,Shriners Hospital for Children Open,NA,20,0.16793137352392032,1.09753350129345
Aaron Wise,0.015,0.1265,0.2715,0.602,Shriners Hospital for Children Open,8,21,1.5082797035439175,0.7564093385075
MitoÊPereira,0.014,0.058,0.1265,0.343,Shriners Hospital for Children Open,40,22,0.4657865579728086,0.004956591835499991
TaylorÊPendrith,0.014,0.102,0.247,0.607,Shriners Hospital for Children Open,47,23,0.16793137352392032,0.6630327976777
Brian Harman,0.0125,0.1365,0.3305,0.6945,Shriners Hospital for Children Open,NA,24,0.16793137352392032,0.9164903609555
Joaquin Niemann,0.0125,0.0935,0.234,0.587,Shriners Hospital for Children Open,40,25,0.4657865579728086,0.704481729937
Louis Oosthuizen,0.012,0.147,0.3415,0.707,Shriners Hospital for Children Open,14,26,1.2104245190950291,0.92448431576145
Russell Henley,0.0115,0.133,0.2945,0.6675,Shriners Hospital for Children Open,21,27,1.0614969268705852,0.844790258496
Scottie Scheffler,0.011,0.1695,0.399,0.774,Shriners Hospital for Children Open,NA,28,-0.7256341798227446,1.0683099443816
Seamus Power,0.011,0.1185,0.2935,0.648,Shriners Hospital for Children Open,21,29,1.0614969268705852,0.83815464838557
Maverick McNealy,0.0105,0.1425,0.3175,0.648,Shriners Hospital for Children Open,NA,30,0.16793137352392032,0.84969112734635
Ryan Palmer,0.0105,0.1065,0.263,0.611,Shriners Hospital for Children Open,NA,31,-1.023489364271633,0.76871658691015
Brendan Steele,0.009,0.118,0.2825,0.6285,Shriners Hospital for Children Open,NA,32,0.16793137352392032,0.80600303983747
Cameron Davis,0.009,0.1075,0.2935,0.653,Shriners Hospital for Children Open,27,33,0.7636417424216969,0.8092279512256499
Doug Ghim,0.009,0.112,0.258,0.608,Shriners Hospital for Children Open,40,34,0.4657865579728086,0.7524531523155
Talor Gooch,0.009,0.1195,0.2925,0.6575,Shriners Hospital for Children Open,11,35,1.3593521113194735,0.8344941224273
Adam Scott,0.0085,0.072,0.2105,0.576,Shriners Hospital for Children Open,35,36,0.6147141501972527,0.6287760810108
Doc Redman,0.0085,0.1005,0.2645,0.5955,Shriners Hospital for Children Open,NA,37,-0.7256341798227446,0.696820487641865
Kevin Kisner,0.0075,0.1065,0.2395,0.5675,Shriners Hospital for Children Open,NA,38,-0.4277789953738563,0.65393666226305
Marc Leishman,0.0075,0.086,0.2275,0.565,Shriners Hospital for Children Open,3,39,1.806134887992806,0.64086618710105
Charl Schwartzel,0.007,0.092,0.249,0.5875,Shriners Hospital for Children Open,NA,40,-0.4277789953738563,0.698772030861
Hank Lebioda,0.007,0.075,0.2005,0.546,Shriners Hospital for Children Open,NA,41,-0.4277789953738563,0.56685140822695
Stephan Jaeger,0.007,0.065,0.169,0.501,Shriners Hospital for Children Open,NA,42,-0.7256341798227446,0.4643293847755
Wyndham Clark,0.007,0.0585,0.18,0.499,Shriners Hospital for Children Open,56,43,0.01900378129947616,0.4962883827992
Emiliano Grillo,0.0065,0.1435,0.368,0.7515,Shriners Hospital for Children Open,47,44,0.16793137352392032,1.036491985471455
Joseph Bramlett,0.0065,0.082,0.2205,0.5775,Shriners Hospital for Children Open,NA,45,-1.321344548720521,0.66666545820285
Sungjae Im,0.0065,0.0695,0.189,0.5715,Shriners Hospital for Children Open,1,46,2.5507728491150266,0.59152770493215
Carlos Ortiz,0.006,0.101,0.2515,0.6055,Shriners Hospital for Children Open,47,47,0.16793137352392032,0.7137992576585
Kevin Streelman,0.006,0.1075,0.261,0.624,Shriners Hospital for Children Open,47,48,0.16793137352392032,0.78401114255095
Nate Lashley,0.006,0.0585,0.16,0.4485,Shriners Hospital for Children Open,35,49,0.6147141501972527,0.369211519332755
Sahith Theegala,0.006,0.0485,0.128,0.403,Shriners Hospital for Children Open,NA,50,0.16793137352392032,0.2150718316974
Adam Svensson,0.0055,0.0575,0.139,0.408,Shriners Hospital for Children Open,NA,51,-1.6191997331694097,0.24409117627465
Anirban Lahiri,0.0055,0.0735,0.222,0.5535,Shriners Hospital for Children Open,64,52,-0.129923810924968,0.606406485468165
Seth Reeves,0.005,0.0255,0.0535,0.1935,Shriners Hospital for Children Open,NA,53,0.16793137352392032,-0.5535608522755
Francesco Molinari,0.0045,0.06,0.163,0.458,Shriners Hospital for Children Open,67,54,-0.4277789953738563,0.3874830723275
Hideki Matsuyama,0.0045,0.0965,0.312,0.721,Shriners Hospital for Children Open,67,55,-0.4277789953738563,0.897380209089
Trey Mullinax,0.0045,0.0235,0.07,0.243,Shriners Hospital for Children Open,56,56,0.01900378129947616,-0.29593941047345
Brandon Hagy,0.004,0.0465,0.1515,0.482,Shriners Hospital for Children Open,56,57,0.01900378129947616,0.40957523665205
DavisÊRiley,0.004,0.0245,0.081,0.342,Shriners Hospital for Children Open,56,58,0.01900378129947616,0.09358555272695
Keith Mitchell,0.004,0.0775,0.2055,0.502,Shriners Hospital for Children Open,NA,59,0.16793137352392032,0.5401332838767
Matt Jones,0.004,0.126,0.2915,0.6715,Shriners Hospital for Children Open,27,60,0.7636417424216969,0.863135651098
Ian Poulter,0.0035,0.071,0.226,0.5875,Shriners Hospital for Children Open,NA,61,-1.321344548720521,0.65394556769195
Sepp Straka,0.0035,0.0355,0.11,0.3975,Shriners Hospital for Children Open,NA,62,-2.214910102067186,0.21924330668
James Hahn,0.003,0.0685,0.203,0.542,Shriners Hospital for Children Open,NA,63,0.16793137352392032,0.57238558386725
Joel Dahmen,0.003,0.061,0.1845,0.5,Shriners Hospital for Children Open,24,64,0.9125693346461412,0.5066389962863
Luke List,0.003,0.0305,0.145,0.5255,Shriners Hospital for Children Open,NA,65,-0.129923810924968,0.4866043089995
Michael Thompson,0.003,0.068,0.2015,0.533,Shriners Hospital for Children Open,56,NA,0.01900378129947616,0.5883085906556
Roger Sloan,0.003,0.0575,0.1875,0.5765,Shriners Hospital for Children Open,NA,NA,-0.4277789953738563,0.5971931865914
Scott Stallings,0.003,0.064,0.204,0.589,Shriners Hospital for Children Open,NA,NA,-0.129923810924968,0.634323147933
Tom Hoge,0.003,0.041,0.159,0.544,Shriners Hospital for Children Open,14,NA,1.2104245190950291,0.518243069702265
Camilo Villegas,0.0025,0.0485,0.148,0.4885,Shriners Hospital for Children Open,35,NA,0.6147141501972527,0.41688398111115
Chesson Hadley,0.0025,0.0325,0.142,0.4625,Shriners Hospital for Children Open,27,NA,0.7636417424216969,0.359233535914
Erik van Rooyen,0.0025,0.048,0.15,0.4995,Shriners Hospital for Children Open,NA,NA,-2.8106204709649627,0.4377430320565
Harry Higgs,0.0025,0.0375,0.107,0.3545,Shriners Hospital for Children Open,27,NA,0.7636417424216969,0.0978937999646
Henrik Norlander,0.0025,0.0455,0.1425,0.4725,Shriners Hospital for Children Open,65,NA,-0.27885140314941215,0.42667054501785
Hudson Swafford,0.0025,0.035,0.1295,0.4605,Shriners Hospital for Children Open,56,NA,0.01900378129947616,0.4455815258978
Lanto Griffin,0.0025,0.036,0.1335,0.5005,Shriners Hospital for Children Open,6,NA,1.657207295768362,0.4132942762515
Sebastian Munoz,0.0025,0.0295,0.123,0.45,Shriners Hospital for Children Open,NA,NA,-1.9170549176182976,0.36535279144
Adam Hadwin,0.002,0.041,0.1665,0.542,Shriners Hospital for Children Open,6,NA,1.657207295768362,0.52980563331805
Andrew Landry,0.002,0.035,0.109,0.36,Shriners Hospital for Children Open,NA,NA,-1.321344548720521,0.14082456206
Andrew Putnam,0.002,0.039,0.133,0.436,Shriners Hospital for Children Open,11,NA,1.3593521113194735,0.3423775705735
Jonas Blixt,0.002,0.0365,0.1015,0.3855,Shriners Hospital for Children Open,65,NA,-0.27885140314941215,0.20411036857815
Kevin Chappell,0.002,0.027,0.099,0.39,Shriners Hospital for Children Open,NA,NA,-3.108475655413851,0.1843901081855
Richy Werenski,0.002,0.036,0.127,0.469,Shriners Hospital for Children Open,47,NA,0.16793137352392032,0.36128611511975
Sam Ryder,0.002,0.064,0.1845,0.5305,Shriners Hospital for Children Open,NA,NA,-0.7256341798227446,0.5450450558515
Adam Long,0.0015,0.0385,0.1015,0.36,Shriners Hospital for Children Open,NA,NA,-0.4277789953738563,0.1423764466065
Brice Garnett,0.0015,0.035,0.134,0.481,Shriners Hospital for Children Open,NA,NA,0.16793137352392032,0.399526252875
Brooks Koepka,0.0015,0.07,0.2015,0.5295,Shriners Hospital for Children Open,67,NA,-0.4277789953738563,0.5519466184485
Danny Willett,0.0015,0.0605,0.1755,0.4915,Shriners Hospital for Children Open,21,NA,1.0614969268705852,0.4972180102356
Kyle Stanley,0.0015,0.0505,0.1995,0.636,Shriners Hospital for Children Open,NA,NA,-0.4277789953738563,0.6866031014
Troy Merritt,0.0015,0.0495,0.1565,0.481,Shriners Hospital for Children Open,NA,NA,-0.129923810924968,0.4360615311806
Tyler McCumber,0.0015,0.0455,0.1225,0.353,Shriners Hospital for Children Open,NA,NA,0.16793137352392032,0.11422008807885001
Charles Howell III,0.001,0.026,0.114,0.498,Shriners Hospital for Children Open,47,NA,0.16793137352392032,0.419988507386637
Denny McCarthy,0.001,0.0265,0.1345,0.5105,Shriners Hospital for Children Open,NA,NA,0.16793137352392032,0.434849120948
Jim Herman,0.001,0.031,0.099,0.3465,Shriners Hospital for Children Open,NA,NA,-0.129923810924968,0.11628053459305
Matthew NeSmith,0.001,0.0595,0.1985,0.563,Shriners Hospital for Children Open,14,NA,1.2104245190950291,0.61110772059434
Pat Perez,0.001,0.039,0.1565,0.5645,Shriners Hospital for Children Open,NA,NA,1.3593521113194735,0.553331746486
Robert Streb,0.001,0.0195,0.0975,0.432,Shriners Hospital for Children Open,27,NA,0.7636417424216969,0.311395950364
Rory Sabbatini,0.001,0.0195,0.085,0.3505,Shriners Hospital for Children Open,3,NA,1.806134887992806,0.1292541502335
Scott Piercy,0.001,0.0365,0.141,0.47,Shriners Hospital for Children Open,NA,NA,-0.4277789953738563,0.37348502786015
Graeme McDowell,5e-4,0.0155,0.073,0.336,Shriners Hospital for Children Open,71,NA,-1.1724169564960771,0.05148744190415
J.T. Poston,5e-4,0.012,0.0645,0.3595,Shriners Hospital for Children Open,NA,NA,0.16793137352392032,0.1192689922813
Jimmy Walker,5e-4,0.006,0.0255,0.2155,Shriners Hospital for Children Open,24,NA,0.9125693346461412,-0.285254817446
Kelly Kraft,5e-4,0.0105,0.033,0.217,Shriners Hospital for Children Open,NA,NA,0.16793137352392032,-0.2342908944053
Lucas Glover,5e-4,0.06,0.226,0.627,Shriners Hospital for Children Open,67,NA,-0.4277789953738563,0.70779929048887
Martin Laird,5e-4,0.0325,0.135,0.5,Shriners Hospital for Children Open,11,NA,1.3593521113194735,0.42075185094285
Martin Trainer,5e-4,0.012,0.035,0.1705,Shriners Hospital for Children Open,NA,NA,-0.129923810924968,-0.51189445490785
Matt Kuchar,5e-4,0.017,0.095,0.499,Shriners Hospital for Children Open,35,NA,0.6147141501972527,0.3786035105
Peter Malnati,5e-4,0.0145,0.079,0.424,Shriners Hospital for Children Open,NA,NA,-0.7256341798227446,0.2666826195295
Rickie Fowler,5e-4,0.015,0.082,0.423,Shriners Hospital for Children Open,NA,NA,0.16793137352392032,0.2831695088185
Russell Knox,5e-4,0.037,0.168,0.572,Shriners Hospital for Children Open,NA,NA,-1.321344548720521,0.56327242037251
Seung-Yul Noh,5e-4,0.013,0.066,0.3095,Shriners Hospital for Children Open,NA,NA,-1.6191997331694097,-0.0123005451995
Zach Johnson,5e-4,0.0315,0.1485,0.5505,Shriners Hospital for Children Open,NA,NA,-1.321344548720521,0.56587039569995
Adam Schenk,0,0.008,0.0645,0.355,Shriners Hospital for Children Open,3,NA,1.806134887992806,0.13339275876599999
Bill Haas,0,0.0115,0.061,0.3695,Shriners Hospital for Children Open,72,NA,-1.321344548720521,0.13466270563194999
Brandt Snedeker,0,0.023,0.088,0.412,Shriners Hospital for Children Open,NA,NA,0.16793137352392032,0.252185830678
Brian Gay,0,0.0045,0.0315,0.228,Shriners Hospital for Children Open,NA,NA,-0.03063874944200239,-0.2668495165515
Brian Stuard,0,0.0185,0.079,0.415,Shriners Hospital for Children Open,NA,NA,-0.129923810924968,0.262687376388
Bronson Burgoon,0,0.022,0.116,0.447,Shriners Hospital for Children Open,NA,NA,-1.6191997331694097,0.32071921606275
Chez Reavie,0,0.011,0.0605,0.3515,Shriners Hospital for Children Open,NA,NA,-0.129923810924968,0.1215763242715
Dylan Frittelli,0,0.0035,0.0215,0.2005,Shriners Hospital for Children Open,NA,NA,-0.129923810924968,-0.2805274783362
J.J. Spaun,0,0.0075,0.0415,0.2615,Shriners Hospital for Children Open,35,NA,0.6147141501972527,-0.1340535665845
Kevin Tway,0,0.001,0.0105,0.148,Shriners Hospital for Children Open,NA,NA,-2.214910102067186,-0.3817445643325
Mark Hubbard,0,0.007,0.055,0.391,Shriners Hospital for Children Open,44,NA,0.3168589657483645,0.177562664412
Nick Taylor,0,0.0105,0.092,0.453,Shriners Hospital for Children Open,47,NA,0.16793137352392032,0.323314788175775
Nick Watney,0,0,0.001,0.0445,Shriners Hospital for Children Open,56,NA,0.01900378129947616,-0.8931219404123
Ryan Moore,0,0.013,0.0745,0.366,Shriners Hospital for Children Open,NA,NA,0.16793137352392032,0.11855765419645
Sung Kang,0,0.002,0.014,0.136,Shriners Hospital for Children Open,27,NA,0.7636417424216969,-0.5391923845125
William McGirt,0,0,0.0075,0.1185,Shriners Hospital for Children Open,NA,NA,-0.4277789953738563,-0.505087527557
